default		00:04:38.928	278.928	00:04:39.360	279.36	00:00:00.432	0.432	let's try again
Channel2		00:00:47.760	47.76	00:00:53.080	53.08	00:00:05.320	5.32	water water yeah, so you're gonna have to jump over,
Channel2		00:00:53.340	53.34	00:00:53.860	53.86	00:00:00.520	0.52	xx
Channel2		00:00:55.380	55.38	00:00:56.920	56.92	00:00:01.540	1.54	 no it's not a race, we're a team,
Channel2		00:00:58.960	58.96	00:01:01.080	61.08	00:00:02.120	2.12	 -[alright], yeah you get the sort of it, so this green water, none of us can
Channel2		00:01:01.500	61.5	00:01:03.220	63.22	00:00:01.720	1.72	-[for we both] will die, if we touch it
Channel2		00:01:04.220	64.22	00:01:04.380	64.38	00:00:00.160	0.16	[nl]
Channel2		00:01:04.700	64.7	00:01:05.480	65.48	00:00:00.780	0.78	alright, alright
Channel2		00:01:05.800	65.8	00:01:07.240	67.24	00:00:01.440	1.44	i was explaining as we were going
Channel2		00:01:07.940	67.94	00:01:09.120	69.12	00:00:01.180	1.18	alright so like i said -[you can touch]
Channel2		00:01:09.360	69.36	00:01:09.480	69.48	00:00:00.120	0.12	xx
Channel2		00:01:09.920	69.92	00:01:11.280	71.28	00:00:01.360	1.36	your color water, none of us can
Channel2		00:01:11.640	71.64	00:01:12.180	72.18	00:00:00.540	0.54	-[touch the] green one
Channel2		00:01:19.340	79.34	00:01:19.740	79.74	00:00:00.400	0.4	-[i'm] waiting, i'm wait-[ing]
Channel2		00:01:19.960	79.96	00:01:20.160	80.16	00:00:00.200	0.2	xx
Channel2		00:01:20.540	80.54	00:01:22.480	82.48	00:00:01.940	1.94	o, okay, there you go, alright, so then
Channel2		00:01:22.880	82.88	00:01:23.860	83.86	00:00:00.980	0.98	-[there's] lever that we can push
Channel2		00:01:27.020	87.02	00:01:27.740	87.74	00:00:00.720	0.72	and buttons
Channel2		00:01:28.040	88.04	00:01:28.260	88.26	00:00:00.220	0.22	we can -[push]
Channel2		00:01:31.060	91.06	00:01:32.560	92.56	00:00:01.500	1.5	yeah, the, the red diamonds won't do anything -[to you]
Channel2		00:01:33.200	93.2	00:01:35.260	95.26	00:00:02.060	2.06	but you should get the blue diamonds, cause those diamonds are
Channel2		00:01:36.260	96.26	00:01:37.220	97.22	00:00:00.960	0.96	are, what, gonna give us points,
Channel2		00:01:39.090	99.09	00:01:39.268	99.268	00:00:00.178	0.178	yeah
Channel2		00:01:41.040	101.04	00:01:41.540	101.54	00:00:00.500	0.5	there you go,
Channel2		00:01:41.760	101.76	00:01:42.440	102.44	00:00:00.680	0.68	-[push] the other button, -[ to get me down]
Channel2		00:01:45.980	105.98	00:01:47.220	107.22	00:00:01.240	1.24	stand the button, stand the button
Channel2		00:01:47.540	107.54	00:01:48.980	108.98	00:00:01.440	1.44	don't leave me
Channel2		00:01:55.015	115.015	00:01:55.087	115.087	00:00:00.072	0.072	yeah
Channel2		00:01:55.820	115.82	00:01:55.880	115.88	00:00:00.060	0.06	-[ just push the] block
Channel2		00:02:07.840	127.84	00:02:08.720	128.72	00:00:00.880	0.88	the door, yeah, stand
Channel2		00:02:09.360	129.36	00:02:10.120	130.12	00:00:00.760	0.76	it's not mario.
Channel2		00:02:12.100	132.1	00:02:13.260	133.26	00:00:01.160	1.16	there you go, you, you, got it
Channel2		00:02:13.540	133.54	00:02:14.280	134.28	00:00:00.740	0.74	yeah we got an A
Channel2		00:02:14.620	134.62	00:02:14.700	134.7	00:00:00.080	0.08	xx
Channel2		00:02:17.780	137.78	00:02:18.020	138.02	00:00:00.240	0.24	-[so] same -[thing]
Channel2		00:02:18.280	138.28	00:02:18.800	138.8	00:00:00.520	0.52	you can't
Channel2		00:02:19.080	139.08	00:02:19.640	139.64	00:00:00.560	0.56	you can only touch only your -[colored]
Channel2		00:02:19.960	139.96	00:02:20.380	140.38	00:00:00.420	0.42	water
Channel2		00:02:29.560	149.56	00:02:29.620	149.62	00:00:00.060	0.06	-[push that okay], ah, 
Channel2		00:02:30.140	150.14	00:02:30.240	150.24	00:00:00.100	0.1	-[okay, ] i'll -[push the button first]
Channel2		00:02:31.140	151.14	00:02:31.980	151.98	00:00:00.840	0.84	[laugh]
Channel2		00:02:35.280	155.28	00:02:36.520	156.52	00:00:01.240	1.24	there you go, team work, team -[work]
Channel2		00:02:38.680	158.68	00:02:41.100	161.1	00:00:02.420	2.42	okay so, that's gonna be a lever cause we can't
Channel2		00:02:41.500	161.5	00:02:42.100	162.1	00:00:00.600	0.6	-[touch] the green water
Channel2		00:02:42.560	162.56	00:02:43.960	163.96	00:00:01.400	1.4	-[so] we're gonna have to jump on there, and jump off
Channel2		00:02:44.180	164.18	00:02:44.640	164.64	00:00:00.460	0.46	but i th-[ink think]
Channel2		00:02:45.260	165.26	00:02:46.900	166.9	00:00:01.640	1.64	there gonna be move so just jump in
Channel2		00:02:47.220	167.22	00:02:47.440	167.44	00:00:00.220	0.22	x
Channel2		00:02:47.680	167.68	00:02:48.260	168.26	00:00:00.580	0.58	-[and] jump off
Channel2		00:02:48.740	168.74	00:02:48.840	168.84	00:00:00.100	0.1	-[jump j]ump
Channel2		00:02:49.660	169.66	00:02:49.780	169.78	00:00:00.120	0.12	[nl]
Channel2		00:02:50.100	170.1	00:02:50.660	170.66	00:00:00.560	0.56	there you go
Channel2		00:02:52.960	172.96	00:02:53.960	173.96	00:00:01.000	1.0	[nl]
Channel2		00:02:55.360	175.36	00:02:56.100	176.1	00:00:00.740	0.74	thanks a lot
Channel2		00:02:58.860	178.86	00:03:01.200	181.2	00:00:02.340	2.34	yeah its the button to make the next thing
Channel2		00:03:05.720	185.72	00:03:07.570	187.57	00:00:01.850	1.85	yes we're recording both of our voices right now.
Channel2		00:03:11.760	191.76	00:03:11.860	191.86	00:00:00.100	0.1	-[i] got-[ch] -[you, i gotch you]
Channel2		00:03:13.280	193.28	00:03:13.420	193.42	00:00:00.140	0.14	there -[you go]
Channel2		00:03:13.660	193.66	00:03:13.840	193.84	00:00:00.180	0.18	xx
Channel2		00:03:18.380	198.38	00:03:21.200	201.2	00:00:02.820	2.82	nice, B
Channel2		00:03:21.880	201.88	00:03:21.940	201.94	00:00:00.060	0.06	-[we took took] long
Channel2		00:03:25.060	205.06	00:03:25.480	205.48	00:00:00.420	0.42	alright
Channel2		00:03:26.900	206.9	00:03:27.620	207.62	00:00:00.720	0.72	same as always
Channel2		00:03:40.860	220.86	00:03:40.920	220.92	00:00:00.060	0.06	-[don't forget]
Channel2		00:03:41.360	221.36	00:03:41.440	221.44	00:00:00.080	0.08	to -[to get your gem]
Channel2		00:03:42.540	222.54	00:03:43.120	223.12	00:00:00.580	0.58	okay
Channel2		00:03:44.500	224.5	00:03:45.060	225.06	00:00:00.560	0.56	we don't have to 
Channel2		00:03:45.360	225.36	00:03:45.420	225.42	00:00:00.060	0.06	[nl]
Channel2		00:03:45.760	225.76	00:03:46.160	226.16	00:00:00.400	0.4	-[i think we sh]ould
Channel2		00:03:48.300	228.3	00:03:48.360	228.36	00:00:00.060	0.06	alright
Channel2		00:03:49.560	229.56	00:03:50.300	230.3	00:00:00.740	0.74	-[see, just see,] try what i'm doing
Channel2		00:03:50.760	230.76	00:03:50.960	230.96	00:00:00.200	0.2	-[so] we're gonna -[slide down, as soon]
Channel2		00:03:51.880	231.88	00:03:52.660	232.66	00:00:00.780	0.78	as you get it jump 
Channel2		00:03:55.500	235.5	00:03:55.600	235.6	00:00:00.100	0.1	-[ba]ck up
Channel2		00:03:55.980	235.98	00:03:56.420	236.42	00:00:00.440	0.44	-[you've to take the] risk
Channel2		00:03:58.700	238.7	00:03:59.300	239.3	00:00:00.600	0.6	you got it
Channel2		00:04:04.660	244.66	00:04:05.280	245.28	00:00:00.620	0.62	[nl]
Channel2		00:04:06.120	246.12	00:04:06.260	246.26	00:00:00.140	0.14	B, -[ we took too long]
Channel2		00:04:11.920	251.92	00:04:12.500	252.5	00:00:00.580	0.58	okay
Channel2		00:04:13.180	253.18	00:04:15.100	255.1	00:00:01.920	1.92	don't touch the green [laugh]
Channel2		00:04:17.300	257.3	00:04:17.460	257.46	00:00:00.160	0.16	alright
Channel2		00:04:17.618	257.618	00:04:17.877	257.877	00:00:00.259	0.259	yeah
Channel2		00:04:18.700	258.7	00:04:19.300	259.3	00:00:00.600	0.6	-[lets keep, let] go down the ledge-[s, see where it takes us]
Channel2		00:04:23.480	263.48	00:04:24.480	264.48	00:00:01.000	1.0	ahh
Channel2		00:04:24.860	264.86	00:04:25.120	265.12	00:00:00.260	0.26	[laugh]
Channel2		00:04:25.340	265.34	00:04:25.420	265.42	00:00:00.080	0.08	xx
Channel2		00:04:25.780	265.78	00:04:26.040	266.04	00:00:00.260	0.26	-[it's] okay
Channel2		00:04:26.320	266.32	00:04:26.920	266.92	00:00:00.600	0.6	-[it's] okay, we -[could]
Channel2		00:04:28.360	268.36	00:04:28.960	268.96	00:00:00.600	0.6	we all ha[[ve]], -[we all slip off sometimes]
Channel2		00:04:29.180	269.18	00:04:29.280	269.28	00:00:00.100	0.1	xx
Channel2		00:04:29.900	269.9	00:04:29.960	269.96	00:00:00.060	0.06	xx
Channel2		00:04:35.680	275.68	00:04:36.840	276.84	00:00:01.160	1.16	ahh, you almost -[made it]
Channel2		00:04:37.260	277.26	00:04:37.520	277.52	00:00:00.260	0.26	-[we all ha[[ve]], -[we all slip off sometimes, let's try again]
Channel2		00:04:44.380	284.38	00:04:47.660	287.66	00:00:03.280	3.28	[laugh] when he was a young warthhug,
Channel2		00:04:51.040	291.04	00:04:52.320	292.32	00:00:01.280	1.28	okay, folllow me
Channel2		00:05:01.660	301.66	00:05:01.780	301.78	00:00:00.120	0.12	there -[you go]
Channel2		00:05:03.480	303.48	00:05:04.040	304.04	00:00:00.560	0.56	[nl]
Channel2		00:05:06.020	306.02	00:05:06.499	306.499	00:00:00.479	0.479	basic
Channel2		00:05:11.120	311.12	00:05:11.200	311.2	00:00:00.080	0.08	-[ok]ay
Channel2		00:05:12.080	312.08	00:05:12.260	312.26	00:00:00.180	0.18	-[so ]we-['ve]
Channel2		00:05:12.520	312.52	00:05:12.700	312.7	00:00:00.180	0.18	to
Channel2		00:05:14.140	314.14	00:05:14.320	314.32	00:00:00.180	0.18	-[may] be, -[may be]
Channel2		00:05:14.760	314.76	00:05:15.200	315.2	00:00:00.440	0.44	block?
Channel2		00:05:16.760	316.76	00:05:16.860	316.86	00:00:00.100	0.1	-[try pushing the block] down
Channel2		00:05:25.260	325.26	00:05:25.780	325.78	00:00:00.520	0.52	there we go
Channel2		00:05:26.660	326.66	00:05:27.280	327.28	00:00:00.620	0.62	aah
Channel2		00:05:27.620	327.62	00:05:28.140	328.14	00:00:00.520	0.52	[laugh]
Channel2		00:05:29.020	329.02	00:05:29.200	329.2	00:00:00.180	0.18	-[okay, i'll] help -[you]
Channel2		00:05:29.500	329.5	00:05:29.780	329.78	00:00:00.280	0.28	-[i'll help] you
Channel2		00:05:34.014	334.014	00:05:35.050	335.05	00:00:01.036	1.036	i'm gonna help you
Channel2		00:05:36.418	336.418	00:05:38.741	338.741	00:00:02.323	2.323	wait, i don't wanna le[[ave]], i don't wanna, drop the block
Channel2		00:05:48.200	348.2	00:05:48.780	348.78	00:00:00.580	0.58	aah
Channel2		00:05:49.580	349.58	00:05:50.160	350.16	00:00:00.580	0.58	-[let] me help you
Channel2		00:05:51.249	351.249	00:05:51.800	351.8	00:00:00.551	0.551	let me help you again
Channel2		00:06:00.220	360.22	00:06:00.340	360.34	00:00:00.120	0.12	go for -[it]
Channel2		00:06:01.968	361.968	00:06:02.138	362.138	00:00:00.170	0.17	alright
Channel2		00:06:02.680	362.68	00:06:03.680	363.68	00:00:01.000	1.0	aah
Channel2		00:06:05.220	365.22	00:06:06.160	366.16	00:00:00.940	0.94	[laugh]
Channel2		00:06:08.320	368.32	00:06:08.420	368.42	00:00:00.100	0.1	-[lets try this again]
Channel2		00:06:11.960	371.96	00:06:12.380	372.38	00:00:00.420	0.42	hold it here
Channel2		00:06:12.700	372.7	00:06:13.100	373.1	00:00:00.400	0.4	-[while] you go up -[there]
Channel2		00:06:17.060	377.06	00:06:18.500	378.5	00:00:01.440	1.44	[laugh]
Channel2		00:06:25.500	385.5	00:06:27.960	387.96	00:00:02.460	2.46	it's cause we hear the different audio. -[aah wait, hold on]
Channel2		00:06:29.400	389.4	00:06:29.500	389.5	00:00:00.100	0.1	-[let] me -[try]
Channel2		00:06:30.080	390.08	00:06:31.260	391.26	00:00:01.180	1.18	low, lower the
Channel2		00:06:32.856	392.856	00:06:35.252	395.252	00:00:02.396	2.396	lower, see if we can push it back
Channel2		00:06:39.540	399.54	00:06:39.600	399.6	00:00:00.060	0.06	xx
Channel2		00:06:44.040	404.04	00:06:44.880	404.88	00:00:00.840	0.84	how you are gonna get up here?
Channel2		00:06:46.300	406.3	00:06:50.300	410.3	00:00:04.000	4.0	aah, [laugh] i think we need to restart [laugh]
Channel2		00:06:50.400	410.4	00:06:51.187	411.187	00:00:00.787	0.787	retry level
Channel2		00:06:51.560	411.56	00:06:51.660	411.66	00:00:00.100	0.1	alright
Channel2		00:06:52.020	412.02	00:06:58.020	418.02	00:00:06.000	6.0	[laugh]okay, s[[o]], take it easy, take it easy
Channel2		00:06:58.400	418.4	00:06:58.720	418.72	00:00:00.320	0.32	xx
Channel2		00:06:59.260	419.26	00:07:02.680	422.68	00:00:03.420	3.42	aah, [laugh]. okay, try following me, try following -[me]
Channel2		00:07:02.900	422.9	00:07:03.140	423.14	00:00:00.240	0.24	xx
Channel2		00:07:03.860	423.86	00:07:04.020	424.02	00:00:00.160	0.16	okay
Channel2		00:07:05.960	425.96	00:07:06.420	426.42	00:00:00.460	0.46	[nl]
Channel2		00:07:07.300	427.3	00:07:08.160	428.16	00:00:00.860	0.86	one at a time
Channel2		00:07:09.560	429.56	00:07:10.900	430.9	00:00:01.340	1.34	cause if we're going too fast, we wont
Channel2		00:07:11.780	431.78	00:07:12.760	432.76	00:00:00.980	0.98	xx
Channel2		00:07:13.380	433.38	00:07:13.580	433.58	00:00:00.200	0.2	for -[we won't be able to]
Channel2		00:07:14.260	434.26	00:07:14.740	434.74	00:00:00.480	0.48	there we -[go]
Channel2		00:07:15.020	435.02	00:07:15.180	435.18	00:00:00.160	0.16	xx
Channel2		00:07:19.620	439.62	00:07:19.720	439.72	00:00:00.100	0.1	[nl]
Channel2		00:07:19.960	439.96	00:07:20.040	440.04	00:00:00.080	0.08	[nl]
Channel2		00:07:20.380	440.38	00:07:20.520	440.52	00:00:00.140	0.14	[nl]
Channel2		00:07:24.400	444.4	00:07:24.500	444.5	00:00:00.100	0.1	-[try gett]ing -[the block]
Channel2		00:07:24.740	444.74	00:07:25.000	445.0	00:00:00.260	0.26	xx
Channel2		00:07:32.208	452.208	00:07:32.465	452.465	00:00:00.257	0.257	okay
Channel2		00:07:33.375	453.375	00:07:34.081	454.081	00:00:00.706	0.706	stay in step
Channel2		00:07:34.420	454.42	00:07:35.060	455.06	00:00:00.640	0.64	-[going to] jump
Channel2		00:07:35.216	455.216	00:07:35.652	455.652	00:00:00.436	0.436	alright
Channel2		00:07:35.942	455.942	00:07:36.518	456.518	00:00:00.576	0.576	i'm going
Channel2		00:07:37.480	457.48	00:07:37.540	457.54	00:00:00.060	0.06	[nl]
Channel2		00:07:38.740	458.74	00:07:40.100	460.1	00:00:01.360	1.36	 there we go, we got it
Channel2		00:07:40.500	460.5	00:07:40.660	460.66	00:00:00.160	0.16	[laugh]
Channel2		00:07:43.180	463.18	00:07:44.134	464.134	00:00:00.954	0.954	we got a B though
Channel2		00:07:47.720	467.72	00:07:48.480	468.48	00:00:00.760	0.76	okay
Channel2		00:07:49.635	469.635	00:07:50.983	470.983	00:00:01.348	1.348	start with the lever down there
Channel2		00:07:55.340	475.34	00:07:56.180	476.18	00:00:00.840	0.84	ooh, okay
Channel2		00:07:57.280	477.28	00:07:57.420	477.42	00:00:00.140	0.14	so
Channel2		00:07:59.680	479.68	00:08:00.282	480.282	00:00:00.602	0.602	yes
Channel2		00:08:02.385	482.385	00:08:03.209	483.209	00:00:00.824	0.824	alright so the lever
Channel2		00:08:03.284	483.284	00:08:04.314	484.314	00:00:01.030	1.03	now you're gonna
Channel2		00:08:05.373	485.373	00:08:06.056	486.056	00:00:00.683	0.683	can't get up
Channel2		00:08:09.050	489.05	00:08:11.283	491.283	00:00:02.233	2.233	okay so now we're gonna pull this white one
Channel2		00:08:13.148	493.148	00:08:14.091	494.091	00:00:00.943	0.943	there we go
Channel2		00:08:16.259	496.259	00:08:17.414	497.414	00:00:01.155	1.155	i don't know so, now we pull it
Channel2		00:08:17.729	497.729	00:08:18.062	498.062	00:00:00.333	0.333	back
Channel2		00:08:20.427	500.427	00:08:21.011	501.011	00:00:00.584	0.584	may be
Channel2		00:08:23.360	503.36	00:08:23.820	503.82	00:00:00.460	0.46	hmm
Channel2		00:08:25.320	505.32	00:08:26.152	506.152	00:00:00.832	0.832	missing something
Channel2		00:08:26.475	506.475	00:08:27.948	507.948	00:00:01.473	1.473	it's gonna be something with the levers
Channel2		00:08:28.880	508.88	00:08:30.120	510.12	00:00:01.240	1.24	okay
Channel2		00:08:31.160	511.16	00:08:31.720	511.72	00:00:00.560	0.56	hmm
Channel2		00:08:33.260	513.26	00:08:35.100	515.1	00:00:01.840	1.84	wait, wait, [[i green lever]] , the green lever, there we -[go] 
Channel2		00:08:37.440	517.44	00:08:38.400	518.4	00:00:00.960	0.96	there we go
Channel2		00:08:39.437	519.437	00:08:39.619	519.619	00:00:00.182	0.182	okay
Channel2		00:08:40.280	520.28	00:08:41.340	521.34	00:00:01.060	1.06	i wait, i wait
Channel2		00:08:41.600	521.6	00:08:42.000	522.0	00:00:00.400	0.4	-[for the] white lever
Channel2		00:08:44.560	524.56	00:08:44.660	524.66	00:00:00.100	0.1	oh, -[i'm sorry]
Channel2		00:08:53.680	533.68	00:08:53.780	533.78	00:00:00.100	0.1	xx
Channel2		00:08:54.020	534.02	00:08:54.120	534.12	00:00:00.100	0.1	xx
Channel2		00:08:54.540	534.54	00:08:54.680	534.68	00:00:00.140	0.14	hmm
Channel2		00:08:54.900	534.9	00:08:54.980	534.98	00:00:00.080	0.08	xx
Channel2		00:08:55.320	535.32	00:08:56.240	536.24	00:00:00.920	0.92	may be the other one
Channel2		00:09:02.660	542.66	00:09:03.580	543.58	00:00:00.920	0.92	how am i supposed to -[get]
Channel2		00:09:05.380	545.38	00:09:10.020	550.02	00:00:04.640	4.64	oos, okay, okay, no, no, no. so now come, now come back here. he[[lp]], help me get out
Channel2		00:09:12.040	552.04	00:09:13.040	553.04	00:00:01.000	1.0	there with the purple lever
Channel2		00:09:15.100	555.1	00:09:15.640	555.64	00:00:00.540	0.54	hmm
Channel2		00:09:20.220	560.22	00:09:20.860	560.86	00:00:00.640	0.64	hmm, there we go
Channel2		00:09:21.780	561.78	00:09:22.700	562.7	00:00:00.920	0.92	and now you can comeback up -[here too]
Channel2		00:09:23.680	563.68	00:09:25.120	565.12	00:00:01.440	1.44	[nl]
Channel2		00:09:33.100	573.1	00:09:33.220	573.22	00:00:00.120	0.12	there -[we go]
Channel2		00:09:34.940	574.94	00:09:36.380	576.38	00:00:01.440	1.44	so then that gonna make it
Channel2		00:09:36.680	576.68	00:09:37.340	577.34	00:00:00.660	0.66	there you go
Channel2		00:09:38.820	578.82	00:09:39.600	579.6	00:00:00.780	0.78	the orange button
Channel2		00:09:40.160	580.16	00:09:42.320	582.32	00:00:02.160	2.16	now you can go, yeah cause there's two orange buttons
Channel2		00:09:51.940	591.94	00:09:52.840	592.84	00:00:00.900	0.9	see anything else
Channel2		00:09:53.300	593.3	00:09:54.680	594.68	00:00:01.380	1.38	is there, [nl]
Channel2		00:09:55.760	595.76	00:09:56.440	596.44	00:00:00.680	0.68	there we go
Channel2		00:09:57.000	597.0	00:09:59.960	599.96	00:00:02.960	2.96	and the purple button. the purple button will open up this purple
Channel2		00:10:03.600	603.6	00:10:04.460	604.46	00:00:00.860	0.86	and now
Channel2		00:10:05.460	605.46	00:10:05.840	605.84	00:00:00.380	0.38	xx
Channel2		00:10:06.600	606.6	00:10:07.480	607.48	00:00:00.880	0.88	yeah i need you
Channel2		00:10:07.720	607.72	00:10:09.980	609.98	00:00:02.260	2.26	i need you to, need you to help me get out
Channel2		00:10:12.440	612.44	00:10:14.020	614.02	00:00:01.580	1.58	i made my mom's car
Channel2		00:10:16.440	616.44	00:10:18.340	618.34	00:00:01.900	1.9	there we go, now you can get out yourself
Channel2		00:10:27.476	627.476	00:10:27.804	627.804	00:00:00.328	0.328	come on
Channel2		00:10:29.260	629.26	00:10:30.680	630.68	00:00:01.420	1.42	to the doors, to the doors
Channel2		00:10:37.440	637.44	00:10:39.900	639.9	00:00:02.460	2.46	[nl] we beat it, alright that's good now
Channel2		00:10:40.380	640.38	00:10:41.020	641.02	00:00:00.640	0.64	we're good
Channel2		00:10:41.940	641.94	00:10:42.400	642.4	00:00:00.460	0.46	[xend]
Channel2		00:10:43.780	643.78	00:10:44.231	644.231	00:00:00.451	0.451	x
WATER GIRL ^		00:00:11.130	11.13	00:00:11.258	11.258	00:00:00.128	0.128	^
WATER GIRL ^		00:00:24.713	24.713	00:00:24.985	24.985	00:00:00.272	0.272	^
WATER GIRL ^		00:00:25.649	25.649	00:00:25.817	25.817	00:00:00.168	0.168	^
WATER GIRL ^		00:00:29.017	29.017	00:00:29.177	29.177	00:00:00.160	0.16	^
WATER GIRL ^		00:00:29.561	29.561	00:00:29.737	29.737	00:00:00.176	0.176	^
WATER GIRL ^		00:00:30.545	30.545	00:00:30.737	30.737	00:00:00.192	0.192	^
WATER GIRL ^		00:00:31.953	31.953	00:00:32.072	32.072	00:00:00.119	0.119	^
WATER GIRL ^		00:00:55.783	55.783	00:00:56.863	56.863	00:00:01.080	1.08	^
WATER GIRL ^		00:00:57.839	57.839	00:00:58.023	58.023	00:00:00.184	0.184	^
WATER GIRL ^		00:00:59.215	59.215	00:00:59.463	59.463	00:00:00.248	0.248	^
WATER GIRL ^		00:01:00.215	60.215	00:01:01.303	61.303	00:00:01.088	1.088	^
WATER GIRL ^		00:01:12.542	72.542	00:01:13.366	73.366	00:00:00.824	0.824	^
WATER GIRL ^		00:01:14.942	74.942	00:01:15.094	75.094	00:00:00.152	0.152	^
WATER GIRL ^		00:01:15.942	75.942	00:01:16.454	76.454	00:00:00.512	0.512	^
WATER GIRL ^		00:01:19.493	79.493	00:01:21.101	81.101	00:00:01.608	1.608	^
WATER GIRL ^		00:01:22.221	82.221	00:01:22.525	82.525	00:00:00.304	0.304	^
WATER GIRL ^		00:01:26.357	86.357	00:01:26.853	86.853	00:00:00.496	0.496	^
WATER GIRL ^		00:01:27.349	87.349	00:01:27.893	87.893	00:00:00.544	0.544	^
WATER GIRL ^		00:01:29.005	89.005	00:01:29.885	89.885	00:00:00.880	0.88	^
WATER GIRL ^		00:01:38.524	98.524	00:01:38.756	98.756	00:00:00.232	0.232	^
WATER GIRL ^		00:01:41.764	101.764	00:01:41.908	101.908	00:00:00.144	0.144	^
WATER GIRL ^		00:01:43.340	103.34	00:01:44.508	104.508	00:00:01.168	1.168	^
WATER GIRL ^		00:01:59.739	119.739	00:02:00.691	120.691	00:00:00.952	0.952	^
WATER GIRL ^		00:02:00.891	120.891	00:02:01.323	121.323	00:00:00.432	0.432	^
WATER GIRL ^		00:02:02.603	122.603	00:02:03.595	123.595	00:00:00.992	0.992	^
WATER GIRL ^		00:02:03.755	123.755	00:02:03.978	123.978	00:00:00.223	0.223	^
WATER GIRL ^		00:02:08.306	128.306	00:02:08.482	128.482	00:00:00.176	0.176	^
WATER GIRL ^		00:02:19.874	139.874	00:02:20.545	140.545	00:00:00.671	0.671	^
WATER GIRL ^		00:02:25.529	145.529	00:02:26.161	146.161	00:00:00.632	0.632	^
WATER GIRL ^		00:02:26.633	146.633	00:02:27.793	147.793	00:00:01.160	1.16	^
WATER GIRL ^		00:02:36.184	156.184	00:02:36.648	156.648	00:00:00.464	0.464	^
WATER GIRL ^		00:02:41.560	161.56	00:02:42.056	162.056	00:00:00.496	0.496	^
WATER GIRL ^		00:02:46.512	166.512	00:02:47.184	167.184	00:00:00.672	0.672	^
WATER GIRL ^		00:02:47.992	167.992	00:02:48.488	168.488	00:00:00.496	0.496	^
WATER GIRL ^		00:02:48.696	168.696	00:02:49.792	169.792	00:00:01.096	1.096	^
WATER GIRL ^		00:02:51.280	171.28	00:02:52.167	172.167	00:00:00.887	0.887	^
WATER GIRL ^		00:02:52.359	172.359	00:02:52.607	172.607	00:00:00.248	0.248	^
WATER GIRL ^		00:02:54.071	174.071	00:02:54.767	174.767	00:00:00.696	0.696	^
WATER GIRL ^		00:02:55.175	175.175	00:02:56.583	176.583	00:00:01.408	1.408	^
WATER GIRL ^		00:03:31.213	211.213	00:03:31.397	211.397	00:00:00.184	0.184	^
WATER GIRL ^		00:03:32.709	212.709	00:03:33.461	213.461	00:00:00.752	0.752	^
WATER GIRL ^		00:03:34.677	214.677	00:03:34.909	214.909	00:00:00.232	0.232	^
WATER GIRL ^		00:03:35.389	215.389	00:03:36.205	216.205	00:00:00.816	0.816	^
WATER GIRL ^		00:03:36.645	216.645	00:03:37.189	217.189	00:00:00.544	0.544	^
WATER GIRL ^		00:03:38.117	218.117	00:03:38.533	218.533	00:00:00.416	0.416	^
WATER GIRL ^		00:04:11.882	251.882	00:04:12.162	252.162	00:00:00.280	0.28	^
WATER GIRL ^		00:04:13.370	253.37	00:04:13.786	253.786	00:00:00.416	0.416	^
